# Generated using 'dusty_wrapper.py --object_photometry_file premags.dat --shell 0 -v --path_to_filter_files /home/poseidon/sadams/impostors/dusty/mylimits/MARCS/ ' at 2017-04-05 23:39:11
# tstar = 10000
# ivarytstar = 1
# tau = 3
# ivarytau = 1
# td = 250
# ivarytd = 1
# thick = 2.0
# ivarythick = 0
# v0 = 765.0
# evlog = 0.3
# vlog0 = 2.88366143515
# tstart = 50553.0
# tnow = 56658.0
# dust = graphite
# shell/wind model = wind
# Metallicity = p00
# photometry_file = premags.dat
#   filters0 = 0.55 -1.0 4478.354988 V
#   filters1 = 3.6 -1.0 9863.421863 F36
#   filters2 = 4.5 10925.637 3034.899 F45
#   filters3 = 5.8 10360.517 3296.5283 F58
#   filters4 = 8.0 15022.75 3072.8353 F80
# extrapolation = 0
# dLdt_prior = 0
# custom_grain_size_distribution = 0
#   (standard MRN dust grain size distribution)
#   q = 3.5
#   a_min = 0.005 % [micron]
#   a_max = 0.25 % [micron]
# ivarysize = 0
# rescale_factor = 1.0
# chi	tstarnew	taunew	tdnew	thicknew	sluml	r1
13.663782	9512.933738	3.128529	333.727717	2.000000	4.936009	16.571808	2.849609	0.000000	0.005000	0.250000
10.121048	11133.465814	1.884230	365.151262	2.000000	4.810690	16.454563	2.732364	0.000000	0.005000	0.250000
5.428163	10772.261478	1.320105	445.570725	2.000000	4.627919	16.155944	2.433745	0.000000	0.005000	0.250000
4.498348	12896.855923	0.933336	473.613743	2.000000	4.607861	16.110110	2.387911	0.000000	0.005000	0.250000
2.735078	18507.150999	1.746201	411.697741	2.000000	4.616276	16.320975	2.598776	0.000000	0.005000	0.250000
2.707904	16873.259063	1.332101	419.676225	2.000000	4.625329	16.291301	2.569102	0.000000	0.005000	0.250000
3.309311	16338.921366	2.648039	401.038507	2.000000	4.628893	16.339752	2.617553	0.000000	0.005000	0.250000
1.421922	16120.159665	2.206733	453.801137	2.000000	4.518167	16.156711	2.434511	0.000000	0.005000	0.250000
6.814612	18943.657555	2.469034	367.394744	2.000000	4.739916	16.500292	2.778092	0.000000	0.005000	0.250000
2.295718	26611.969708	2.348261	416.833484	2.000000	4.574956	16.324904	2.602705	0.000000	0.005000	0.250000
1.339214	21635.597983	4.620223	473.092681	2.000000	4.459957	16.123185	2.400986	0.000000	0.005000	0.250000
5.491191	25305.468900	6.536095	606.317991	2.000000	4.386330	15.825622	2.103423	0.000000	0.005000	0.250000
6.377982	23119.233094	4.476810	618.879687	2.000000	4.386021	15.792894	2.070694	0.000000	0.005000	0.250000
5.649781	24592.364667	7.623549	613.857083	2.000000	4.388330	15.811165	2.088966	0.000000	0.005000	0.250000
2.235533	26815.152210	12.573311	538.632824	2.000000	4.434695	15.989669	2.267470	0.000000	0.005000	0.250000
1.395873	26656.225269	11.386390	462.708711	2.000000	4.501500	16.186761	2.464561	0.000000	0.005000	0.250000
1.659852	36771.161171	7.827273	499.970817	2.000000	4.427078	16.092635	2.370435	0.000000	0.005000	0.250000
1.413469	40647.168885	9.595186	456.655163	2.000000	4.501145	16.229209	2.507010	0.000000	0.005000	0.250000
1.762774	34257.741580	9.537839	508.763172	2.000000	4.424230	16.067028	2.344829	0.000000	0.005000	0.250000
1.358427	33992.379159	9.941101	483.164086	2.000000	4.468600	16.144391	2.422191	0.000000	0.005000	0.250000
2.051243	23839.591560	10.321641	430.993838	2.000000	4.534777	16.267388	2.545189	0.000000	0.005000	0.250000
2.956684	24103.160314	16.274889	422.303064	2.000000	4.591357	16.320984	2.598785	0.000000	0.005000	0.250000
1.380342	23061.469413	23.019106	497.372153	2.000000	4.507762	16.103300	2.381101	0.000000	0.005000	0.250000
1.849837	24454.927694	24.496207	558.039407	2.000000	4.473515	15.964299	2.242099	0.000000	0.005000	0.250000
1.664660	20395.304356	24.440107	474.037958	2.000000	4.541861	16.160792	2.438593	0.000000	0.005000	0.250000
1.712488	21192.533642	18.013044	526.430839	2.000000	4.462982	16.011088	2.288888	0.000000	0.005000	0.250000
2.777657	16533.839106	17.848253	427.920932	2.000000	4.592460	16.266577	2.544377	0.000000	0.005000	0.250000
3.070095	15958.404489	16.752263	587.541172	2.000000	4.434829	15.839628	2.117429	0.000000	0.005000	0.250000
1.683144	22184.590973	16.041924	520.001364	2.000000	4.459714	16.027125	2.304925	0.000000	0.005000	0.250000
4.372001	23571.095017	23.456869	414.012781	2.000000	4.645296	16.364041	2.641841	0.000000	0.005000	0.250000
4.924814	26642.502576	32.329878	421.329000	2.000000	4.668529	16.367688	2.645489	0.000000	0.005000	0.250000
3.250804	19813.856785	31.614863	444.591934	2.000000	4.622026	16.265255	2.543056	0.000000	0.005000	0.250000
1.504344	25777.470262	31.844378	502.706332	2.000000	4.543683	16.118797	2.396597	0.000000	0.005000	0.250000
1.727607	27977.437901	18.223440	530.615918	2.000000	4.459203	16.021993	2.299794	0.000000	0.005000	0.250000
2.902841	25137.551402	20.680222	593.965947	2.000000	4.446035	15.881029	2.158830	0.000000	0.005000	0.250000
2.073797	22286.665969	20.291155	556.566718	2.000000	4.455849	15.950558	2.228359	0.000000	0.005000	0.250000
3.023150	25097.036917	17.794229	581.303773	2.000000	4.438757	15.901523	2.179324	0.000000	0.005000	0.250000
1.380744	25743.643066	17.485024	490.187918	2.000000	4.488088	16.117365	2.395165	0.000000	0.005000	0.250000
