TEFF   5250.  GRAVITY 4.00000 LTE 
TITLE  [-1.0] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   2.9418-196   2.9418-196   0.99998
FLUX    2     9.35        3.206337E+16   7.3820-191   7.3822-191   0.99998
FLUX    3     9.61        3.119589E+16   9.4224-186   9.4226-186   0.99998
FLUX    4     9.77        3.068500E+16   9.5603-183   9.5605-183   0.99998
FLUX    5     9.96        3.009965E+16   2.6573-179   2.6573-179   0.99998
FLUX    6    10.20        2.939142E+16   3.8869-175   3.8870-175   0.99998
FLUX    7    10.38        2.888174E+16   3.8581-172   3.8582-172   0.99998
FLUX    8    10.56        2.838944E+16   3.0217-169   3.0217-169   0.99998
FLUX    9    10.77        2.783589E+16   5.4078-166   5.4079-166   0.99998
FLUX   10    11.04        2.715512E+16   5.3981-162   5.3982-162   0.99998
FLUX   11    11.40        2.629759E+16   5.8514-157   5.8515-157   0.99998
FLUX   12    11.78        2.544928E+16   5.5698-152   5.5699-152   0.99998
FLUX   13    12.13        2.471496E+16   1.1300-147   1.1300-147   0.99998
FLUX   14    12.48        2.402184E+16   1.3072-143   1.3072-143   0.99998
FLUX   15    12.71        2.358714E+16   4.6098-141   4.6099-141   0.99998
FLUX   16    12.84        2.334833E+16   1.1558-139   1.1558-139   0.99998
FLUX   17    13.05        2.297260E+16   1.8353-137   1.8353-137   0.99998
FLUX   18    13.24        2.264294E+16   1.5632-135   1.5632-135   0.99998
FLUX   19    13.39        2.238928E+16   4.7750-134   4.7751-134   0.99998
FLUX   20    13.66        2.194674E+16   1.8576-131   1.8576-131   0.99998
FLUX   21    13.98        2.144439E+16   1.6139-128   1.6139-128   0.99998
FLUX   22    14.33        2.092062E+16   1.8620-125   1.8620-125   0.99998
FLUX   23    14.72        2.036634E+16   3.2276-122   3.2276-122   0.99998
FLUX   24    15.10        1.985381E+16   3.1786-119   3.1787-119   0.99998
FLUX   25    15.52        1.931653E+16   4.3489-116   4.3489-116   0.99998
FLUX   26    15.88        1.887862E+16   1.5579-113   1.5579-113   0.99998
FLUX   27    16.20        1.850571E+16   2.3258-111   2.3258-111   0.99998
FLUX   28    16.60        1.805979E+16   9.2247-109   9.2249-109   0.99998
FLUX   29    17.03        1.760379E+16   4.1733-106   4.1734-106   0.99998
FLUX   30    17.34        1.728907E+16   2.8318-104   2.8318-104   0.99998
FLUX   31    17.68        1.695659E+16   2.4330-102   2.4330-102   0.99998
FLUX   32    18.02        1.663665E+16   1.7633-100   1.7634-100   0.99998
FLUX   33    18.17        1.649931E+16   1.1080E-99   1.1081E-99   0.99998
FLUX   34    18.61        1.610921E+16   2.0469E-97   2.0470E-97   0.99998
FLUX   35    19.10        1.569594E+16   5.1339E-95   5.1340E-95   0.99998
FLUX   36    19.39        1.546119E+16   1.1795E-93   1.1795E-93   0.99998
FLUX   37    19.84        1.511051E+16   1.2713E-91   1.2713E-91   0.99998
FLUX   38    20.18        1.485592E+16   3.8000E-90   3.8001E-90   0.99998
FLUX   39    20.50        1.462402E+16   8.3900E-89   8.3902E-89   0.99998
FLUX   40    21.05        1.424192E+16   1.3646E-86   1.3646E-86   0.99998
FLUX   41    21.62        1.386644E+16   2.0246E-84   2.0246E-84   0.99998
FLUX   42    21.98        1.363933E+16   4.1576E-83   4.1576E-83   0.99998
FLUX   43    22.30        1.344361E+16   5.6043E-82   5.6044E-82   0.99998
FLUX   44    22.68        1.321836E+16   1.1181E-80   1.1181E-80   0.99998
FLUX   45    23.00        1.303446E+16   1.2876E-79   1.2877E-79   0.99998
FLUX   46    23.40        1.281165E+16   2.4770E-78   2.4770E-78   0.99998
FLUX   47    24.00        1.249135E+16   1.7323E-76   1.7323E-76   0.99998
FLUX   48    24.65        1.216197E+16   1.3623E-74   1.3623E-74   0.99998
FLUX   49    25.24        1.187767E+16   5.8755E-73   5.8756E-73   0.99998
FLUX   50    25.68        1.167416E+16   8.6784E-72   8.6785E-72   0.99998
FLUX   51    26.00        1.153048E+16   5.8022E-71   5.8023E-71   0.99998
FLUX   52    26.40        1.135578E+16   5.8397E-70   5.8398E-70   0.99998
FLUX   53    26.85        1.116546E+16   7.2027E-69   7.2028E-69   0.99998
FLUX   54    27.35        1.096133E+16   1.0635E-67   1.0635E-67   0.99998
FLUX   55    27.85        1.076454E+16   1.4249E-66   1.4250E-66   0.99998
FLUX   56    28.40        1.055607E+16   2.2203E-65   2.2203E-65   0.99998
FLUX   57    29.00        1.033767E+16   3.9313E-64   3.9314E-64   0.99998
FLUX   58    29.60        1.012812E+16   6.1701E-63   6.1702E-63   0.99998
FLUX   59    30.10        9.959883E+15   5.6259E-62   5.6260E-62   0.99997
FLUX   60    30.80        9.733523E+15   1.0972E-60   1.0973E-60   0.99998
FLUX   61    31.80        9.427437E+15   6.0570E-59   6.0571E-59   0.99998
FLUX   62    32.80        9.140015E+15   2.6028E-57   2.6028E-57   0.99998
FLUX   63    33.80        8.869601E+15   8.8948E-56   8.8950E-56   0.99998
FLUX   64    34.80        8.614727E+15   2.4695E-54   2.4696E-54   0.99998
FLUX   65    35.70        8.397549E+15   4.1712E-53   4.1713E-53   0.99998
FLUX   66    36.60        8.191052E+15   6.1171E-52   6.1172E-52   0.99998
FLUX   67    37.50        7.994467E+15   7.8489E-51   7.8491E-51   0.99998
FLUX   68    38.50        7.786818E+15   1.1581E-49   1.1581E-49   0.99998
FLUX   69    39.50        7.589683E+15   1.4838E-48   1.4838E-48   0.99998
FLUX   70    40.50        7.402284E+15   1.6699E-47   1.6699E-47   0.99998
FLUX   71    41.40        7.241364E+15   1.3311E-46   1.3311E-46   0.99998
FLUX   72    42.20        7.104087E+15   7.7989E-46   7.7990E-46   0.99998
FLUX   73    43.00        6.971919E+15   4.2692E-45   4.2693E-45   0.99998
FLUX   74    44.10        6.798016E+15   3.9841E-44   3.9841E-44   0.99998
FLUX   75    45.10        6.647284E+15   2.7504E-43   2.7504E-43   0.99998
FLUX   76    46.00        6.517228E+15   1.4532E-42   1.4532E-42   0.99998
FLUX   77    47.00        6.378564E+15   8.5516E-42   8.5518E-42   0.99998
FLUX   78    48.00        6.245677E+15   4.6591E-41   4.6591E-41   0.99998
FLUX   79    49.00        6.118214E+15   2.3635E-40   2.3636E-40   0.99998
FLUX   80    50.00        5.995850E+15   1.1197E-39   1.1197E-39   0.99998
FLUX   81    50.60        5.924753E+15   3.6781E-39   4.1908E-39   0.87766
FLUX   82    51.20        5.855322E+15   9.9476E-39   1.0067E-38   0.98809
FLUX   83    52.00        5.765240E+15   3.1046E-38   3.1343E-38   0.99055
FLUX   84    53.00        5.656462E+15   1.2324E-37   1.2324E-37   0.99998
FLUX   85    54.00        5.551713E+15   4.5704E-37   4.5959E-37   0.99445
FLUX   86    55.00        5.450773E+15   1.6311E-36   1.6311E-36   0.99998
FLUX   87    56.00        5.353437E+15   5.5205E-36   5.5205E-36   0.99998
FLUX   88    57.00        5.259517E+15   1.7864E-35   1.7864E-35   0.99998
FLUX   89    58.00        5.168836E+15   5.4810E-35   5.5403E-35   0.98929
FLUX   90    59.00        5.081229E+15   1.6501E-34   1.6502E-34   0.99992
FLUX   91    60.00        4.996542E+15   4.7302E-34   4.7306E-34   0.99992
FLUX   92    61.00        4.914631E+15   1.3076E-33   1.3077E-33   0.99998
FLUX   93    62.00        4.835363E+15   3.4916E-33   3.4918E-33   0.99993
FLUX   94    63.00        4.758611E+15   9.0220E-33   9.0222E-33   0.99997
FLUX   95    64.00        4.684258E+15   2.2605E-32   2.2605E-32   0.99998
FLUX   96    65.00        4.612192E+15   5.4973E-32   5.4974E-32   0.99998
FLUX   97    65.80        4.556117E+15   1.0964E-31   1.0964E-31   0.99998
FLUX   98    66.50        4.508158E+15   1.9770E-31   1.9772E-31   0.99990
FLUX   99    67.50        4.441370E+15   4.4881E-31   4.4885E-31   0.99991
FLUX  100    68.50        4.376533E+15   9.9340E-31   9.9341E-31   0.99998
FLUX  101    69.50        4.313561E+15   2.1459E-30   2.1459E-30   0.99998
FLUX  102    70.50        4.252376E+15   4.5276E-30   4.5291E-30   0.99968
FLUX  103    71.60        4.187046E+15   1.0039E-29   1.0040E-29   0.99998
FLUX  104    72.60        4.129373E+15   2.0244E-29   2.0244E-29   0.99998
FLUX  105    73.50        4.078809E+15   3.7410E-29   3.7411E-29   0.99997
FLUX  106    74.50        4.024060E+15   7.2661E-29   7.2668E-29   0.99991
FLUX  107    75.50        3.970762E+15   1.3851E-28   1.3852E-28   0.99991
FLUX  108    76.50        3.918856E+15   2.5934E-28   2.5935E-28   0.99998
FLUX  109    77.50        3.868290E+15   4.7717E-28   4.7722E-28   0.99991
FLUX  110    78.50        3.819013E+15   8.6361E-28   8.6363E-28   0.99998
FLUX  111    79.50        3.770975E+15   1.5363E-27   1.5381E-27   0.99883
FLUX  112    80.50        3.724130E+15   2.6966E-27   2.6976E-27   0.99963
FLUX  113    81.50        3.678436E+15   4.6611E-27   4.6615E-27   0.99992
FLUX  114    82.50        3.633848E+15   7.9420E-27   7.9422E-27   0.99998
FLUX  115    83.50        3.590329E+15   1.3349E-26   1.3350E-26   0.99998
FLUX  116    84.50        3.547840E+15   2.2144E-26   2.2144E-26   0.99998
FLUX  117    85.50        3.506345E+15   3.6266E-26   3.6267E-26   0.99998
FLUX  118    86.50        3.465809E+15   5.8667E-26   5.8668E-26   0.99998
FLUX  119    87.50        3.426200E+15   9.3769E-26   9.3787E-26   0.99980
FLUX  120    88.50        3.387486E+15   1.4823E-25   1.4823E-25   0.99998
FLUX  121    89.50        3.349637E+15   2.3171E-25   2.3172E-25   0.99997
FLUX  122    90.50        3.312624E+15   3.5833E-25   3.5836E-25   0.99990
FLUX  123    91.50        3.276421E+15   2.1742E-21   1.1505E-20   0.18899
FLUX  124    92.50        3.241000E+15   8.6175E-21   1.7644E-20   0.48840
FLUX  125    93.50        3.206337E+15   1.2299E-20   2.6704E-20   0.46056
FLUX  126    94.50        3.172407E+15   1.8736E-20   3.9997E-20   0.46845
FLUX  127    95.50        3.139188E+15   2.9814E-20   5.9775E-20   0.49877
FLUX  128    96.50        3.106658E+15   4.6239E-20   8.6586E-20   0.53403
FLUX  129    97.50        3.074795E+15   6.3377E-20   1.2196E-19   0.51968
FLUX  130    98.50        3.043579E+15   1.0163E-19   1.8581E-19   0.54694
FLUX  131    99.50        3.012990E+15   1.5053E-19   2.6603E-19   0.56584
FLUX  132   100.50        2.983010E+15   2.1773E-19   3.7638E-19   0.57848
FLUX  133   101.50        2.953621E+15   2.9716E-19   5.1583E-19   0.57607
FLUX  134   102.50        2.924805E+15   3.9547E-19   7.5809E-19   0.52167
FLUX  135   103.50        2.896546E+15   6.7057E-19   1.0494E-18   0.63902
FLUX  136   104.50        2.868828E+15   9.7310E-19   1.4687E-18   0.66255
FLUX  137   105.50        2.841635E+15   1.2594E-18   2.0336E-18   0.61930
FLUX  138   106.50        2.814953E+15   1.8381E-18   2.7961E-18   0.65739
FLUX  139   107.50        2.788767E+15   2.5765E-18   3.8222E-18   0.67407
FLUX  140   108.50        2.763064E+15   3.6846E-18   5.1939E-18   0.70940
FLUX  141   109.50        2.737831E+15   4.8118E-18   7.0137E-18   0.68607
FLUX  142   110.50        2.713054E+15   1.1475E-17   7.6675E-17   0.14965
FLUX  143   111.50        2.688722E+15   2.3701E-17   9.7381E-17   0.24338
FLUX  144   112.50        2.664822E+15   3.6868E-17   1.2210E-16   0.30194
FLUX  145   113.50        2.641344E+15   5.9221E-17   1.5103E-16   0.39211
FLUX  146   114.50        2.618275E+15   8.0250E-17   1.8419E-16   0.43570
FLUX  147   115.50        2.595606E+15   9.6977E-17   2.2035E-16   0.44010
FLUX  148   116.50        2.573326E+15   1.2175E-16   2.5643E-16   0.47478
