TEFF   4000.  GRAVITY 4.00000 LTE 
TITLE  [-0.5] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    2     9.35        3.206337E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    3     9.61        3.119589E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    4     9.77        3.068500E+16   1.1412-250   1.1413-250   0.99998
FLUX    5     9.96        3.009965E+16   6.3588-246   6.3589-246   0.99998
FLUX    6    10.20        2.939142E+16   3.4989-240   3.4990-240   0.99998
FLUX    7    10.38        2.888174E+16   4.7260-236   4.7261-236   0.99998
FLUX    8    10.56        2.838944E+16   4.6082-232   4.6083-232   0.99998
FLUX    9    10.77        2.783589E+16   1.4053-227   1.4053-227   0.99998
FLUX   10    11.04        2.715512E+16   4.5871-222   4.5872-222   0.99998
FLUX   11    11.40        2.629759E+16   4.0221-215   4.0221-215   0.99998
FLUX   12    11.78        2.544928E+16   2.9549-208   2.9549-208   0.99998
FLUX   13    12.13        2.471496E+16   2.5807-202   2.5808-202   0.99998
FLUX   14    12.48        2.402184E+16   1.0409-196   1.0409-196   0.99998
FLUX   15    12.71        2.358714E+16   3.4052-193   3.4052-193   0.99998
FLUX   16    12.84        2.334833E+16   2.9026-191   2.9027-191   0.99998
FLUX   17    13.05        2.297260E+16   3.1607-188   3.1608-188   0.99998
FLUX   18    13.24        2.264294E+16   1.4582-185   1.4582-185   0.99998
FLUX   19    13.39        2.238928E+16   1.6343-183   1.6343-183   0.99998
FLUX   20    13.66        2.194674E+16   6.1413-180   6.1414-180   0.99998
FLUX   21    13.98        2.144439E+16   7.0042-176   7.0044-176   0.99998
FLUX   22    14.33        2.092062E+16   1.1839-171   1.1839-171   0.99998
FLUX   23    14.72        2.036634E+16   3.5163-167   3.5164-167   0.99998
FLUX   24    15.10        1.985381E+16   4.7912-163   4.7913-163   0.99998
FLUX   25    15.52        1.931653E+16   1.0298-158   1.0298-158   0.99998
FLUX   26    15.88        1.887862E+16   3.4824-155   3.4824-155   0.99998
FLUX   27    16.20        1.850571E+16   3.5174-152   3.5175-152   0.99998
FLUX   28    16.60        1.805979E+16   1.3725-148   1.3725-148   0.99998
FLUX   29    17.03        1.760379E+16   6.4338-145   6.4339-145   0.99998
FLUX   30    17.34        1.728907E+16   2.1922-142   2.1922-142   0.99998
