TEFF   4500.  GRAVITY 4.00000 LTE 
TITLE  [-1.0] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   2.8382-241   2.8382-241   0.99998
FLUX    2     9.35        3.206337E+16   1.2509-234   1.2509-234   0.99998
FLUX    3     9.61        3.119589E+16   2.4016-228   2.4017-228   0.99998
FLUX    4     9.77        3.068500E+16   1.2028-224   1.2028-224   0.99998
FLUX    5     9.96        3.009965E+16   2.0826-220   2.0827-220   0.99998
FLUX    6    10.20        2.939142E+16   2.7863-215   2.7863-215   0.99998
FLUX    7    10.38        2.888174E+16   1.3601-211   1.3601-211   0.99998
FLUX    8    10.56        2.838944E+16   4.9620-208   4.9621-208   0.99998
FLUX    9    10.77        2.783589E+16   5.0095-204   5.0096-204   0.99998
FLUX   10    11.04        2.715512E+16   4.1984-199   4.1984-199   0.99998
FLUX   11    11.40        2.629759E+16   6.6395-193   6.6396-193   0.99998
FLUX   12    11.78        2.544928E+16   8.9596-187   8.9598-187   0.99998
FLUX   13    12.13        2.471496E+16   1.8046-181   1.8047-181   0.99998
FLUX   14    12.48        2.402184E+16   1.8223-176   1.8224-176   0.99998
FLUX   15    12.71        2.358714E+16   2.5012-173   2.5012-173   0.99998
FLUX   16    12.84        2.334833E+16   1.3230-171   1.3230-171   0.99998
FLUX   17    13.05        2.297260E+16   6.7996-169   6.7998-169   0.99998
FLUX   18    13.24        2.264294E+16   1.6233-166   1.6233-166   0.99998
FLUX   19    13.39        2.238928E+16   1.0958-164   1.0959-164   0.99998
FLUX   20    13.66        2.194674E+16   1.7005-161   1.7005-161   0.99998
FLUX   21    13.98        2.144439E+16   7.1058-158   7.1059-158   0.99998
FLUX   22    14.33        2.092062E+16   4.2158-154   4.2159-154   0.99998
FLUX   23    14.72        2.036634E+16   4.1346-150   4.1347-150   0.99998
FLUX   24    15.10        1.985381E+16   2.0220-146   2.0220-146   0.99998
FLUX   25    15.52        1.931653E+16   1.4843-142   1.4843-142   0.99998
FLUX   26    15.88        1.887862E+16   2.0910-139   2.0911-139   0.99998
FLUX   27    16.20        1.850571E+16   1.0019-136   1.0019-136   0.99998
FLUX   28    16.60        1.805979E+16   1.6026-133   1.6026-133   0.99998
FLUX   29    17.03        1.760379E+16   3.0176-130   3.0176-130   0.99998
FLUX   30    17.34        1.728907E+16   5.4785-128   5.4786-128   0.99998
FLUX   31    17.68        1.695659E+16   1.3314-125   1.3315-125   0.99998
FLUX   32    18.02        1.663665E+16   2.6246-123   2.6246-123   0.99998
FLUX   33    18.17        1.649931E+16   2.5341-122   2.5341-122   0.99998
FLUX   34    18.61        1.610921E+16   1.5858-119   1.5858-119   0.99998
FLUX   35    19.10        1.569594E+16   1.4486-116   1.4486-116   0.99998
FLUX   36    19.39        1.546119E+16   6.9349-115   6.9350-115   0.99998
FLUX   37    19.84        1.511051E+16   2.2385-112   2.2386-112   0.99998
FLUX   38    20.18        1.485592E+16   1.4837-110   1.4837-110   0.99998
FLUX   39    20.50        1.462402E+16   6.7660-109   6.7661-109   0.99998
FLUX   40    21.05        1.424192E+16   3.6362-106   3.6363-106   0.99998
FLUX   41    21.62        1.386644E+16   1.7461-103   1.7461-103   0.99998
FLUX   42    21.98        1.363933E+16   7.2965-102   7.2966-102   0.99998
FLUX   43    22.30        1.344361E+16   1.8142-100   1.8143-100   0.99998
FLUX   44    22.68        1.321836E+16   7.3224E-99   7.3225E-99   0.99998
FLUX   45    23.00        1.303446E+16   1.4991E-97   1.4992E-97   0.99998
FLUX   46    23.40        1.281165E+16   5.7901E-96   5.7902E-96   0.99998
FLUX   47    24.00        1.249135E+16   1.1029E-93   1.1030E-93   0.99998
FLUX   48    24.65        1.216197E+16   2.4307E-91   2.4308E-91   0.99998
FLUX   49    25.24        1.187767E+16   2.5515E-89   2.5515E-89   0.99998
FLUX   50    25.68        1.167416E+16   7.1238E-88   7.1239E-88   0.99998
FLUX   51    26.00        1.153048E+16   7.4662E-87   7.4663E-87   0.99998
FLUX   52    26.40        1.135578E+16   1.2980E-85   1.2981E-85   0.99998
FLUX   53    26.85        1.116546E+16   2.9040E-84   2.9041E-84   0.99998
FLUX   54    27.35        1.096133E+16   8.1210E-83   8.1211E-83   0.99998
FLUX   55    27.85        1.076454E+16   2.0141E-81   2.0141E-81   0.99998
FLUX   56    28.40        1.055607E+16   6.0254E-80   6.0255E-80   0.99998
FLUX   57    29.00        1.033767E+16   2.1131E-78   2.1131E-78   0.99998
FLUX   58    29.60        1.012812E+16   6.3889E-77   6.3890E-77   0.99998
FLUX   59    30.10        9.959883E+15   9.8619E-76   9.8621E-76   0.99997
FLUX   60    30.80        9.733523E+15   3.9056E-74   3.9057E-74   0.99998
FLUX   61    31.80        9.427437E+15   5.6186E-72   5.6187E-72   0.99998
FLUX   62    32.80        9.140015E+15   5.9352E-70   5.9353E-70   0.99998
FLUX   63    33.80        8.869601E+15   4.7277E-68   4.7278E-68   0.99998
FLUX   64    34.80        8.614727E+15   2.9143E-66   2.9144E-66   0.99998
FLUX   65    35.70        8.397549E+15   9.7133E-65   9.7134E-65   0.99998
FLUX   66    36.60        8.191052E+15   2.7185E-63   2.7185E-63   0.99998
FLUX   67    37.50        7.994467E+15   6.4535E-62   6.4536E-62   0.99998
FLUX   68    38.50        7.786818E+15   1.8237E-60   1.8238E-60   0.99998
FLUX   69    39.50        7.589683E+15   4.3307E-59   4.3308E-59   0.99998
FLUX   70    40.50        7.402284E+15   8.7620E-58   8.7621E-58   0.99998
FLUX   71    41.40        7.241364E+15   1.1558E-56   1.1558E-56   0.99998
FLUX   72    42.20        7.104087E+15   1.0406E-55   1.0407E-55   0.99998
FLUX   73    43.00        6.971919E+15   8.6155E-55   8.6157E-55   0.99998
FLUX   74    44.10        6.798016E+15   1.3857E-53   1.3857E-53   0.99998
FLUX   75    45.10        6.647284E+15   1.5333E-52   1.5334E-52   0.99998
FLUX   76    46.00        6.517228E+15   1.2172E-51   1.2172E-51   0.99998
FLUX   77    47.00        6.378564E+15   1.1056E-50   1.1056E-50   0.99998
FLUX   78    48.00        6.245677E+15   9.1307E-50   9.1309E-50   0.99998
FLUX   79    49.00        6.118214E+15   6.9033E-49   6.9034E-49   0.99998
FLUX   80    50.00        5.995850E+15   4.7968E-48   4.7969E-48   0.99998
FLUX   81    50.60        5.924753E+15   1.9812E-47   2.2525E-47   0.87954
FLUX   82    51.20        5.855322E+15   6.6497E-47   6.7246E-47   0.98887
FLUX   83    52.00        5.765240E+15   2.7507E-46   2.7754E-46   0.99110
FLUX   84    53.00        5.656462E+15   1.5339E-45   1.5339E-45   0.99998
FLUX   85    54.00        5.551713E+15   7.8978E-45   7.9400E-45   0.99469
FLUX   86    55.00        5.450773E+15   3.8648E-44   3.8649E-44   0.99998
FLUX   87    56.00        5.353437E+15   1.7740E-43   1.7740E-43   0.99998
FLUX   88    57.00        5.259517E+15   7.7025E-43   7.7026E-43   0.99998
FLUX   89    58.00        5.168836E+15   3.1398E-42   3.1729E-42   0.98956
FLUX   90    59.00        5.081229E+15   1.2431E-41   1.2432E-41   0.99992
