TEFF   4500.  GRAVITY 4.00000 LTE 
TITLE  [-0.5] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   2.0615-249   2.0615-249   0.99998
FLUX    2     9.35        3.206337E+16   1.5587-242   1.5588-242   0.99998
FLUX    3     9.61        3.119589E+16   4.9873-236   4.9874-236   0.99998
FLUX    4     9.77        3.068500E+16   3.3745-232   3.3746-232   0.99998
FLUX    5     9.96        3.009965E+16   8.2487-228   8.2488-228   0.99998
FLUX    6    10.20        2.939142E+16   1.6751-222   1.6751-222   0.99998
FLUX    7    10.38        2.888174E+16   1.1042-218   1.1042-218   0.99998
FLUX    8    10.56        2.838944E+16   5.3848-215   5.3849-215   0.99998
FLUX    9    10.77        2.783589E+16   7.5348-211   7.5350-211   0.99998
FLUX   10    11.04        2.715512E+16   9.4353-206   9.4355-206   0.99998
FLUX   11    11.40        2.629759E+16   2.4751-199   2.4751-199   0.99998
FLUX   12    11.78        2.544928E+16   5.5113-193   5.5115-193   0.99998
FLUX   13    12.13        2.471496E+16   1.7129-187   1.7130-187   0.99998
FLUX   14    12.48        2.402184E+16   2.6054-182   2.6055-182   0.99998
FLUX   15    12.71        2.358714E+16   4.6238-179   4.6239-179   0.99998
FLUX   16    12.84        2.334833E+16   2.8168-177   2.8168-177   0.99998
FLUX   17    13.05        2.297260E+16   1.8080-174   1.8080-174   0.99998
FLUX   18    13.24        2.264294E+16   5.2457-172   5.2458-172   0.99998
FLUX   19    13.39        2.238928E+16   4.1148-170   4.1149-170   0.99998
FLUX   20    13.66        2.194674E+16   8.2975-167   8.2976-167   0.99998
FLUX   21    13.98        2.144439E+16   4.6684-163   4.6685-163   0.99998
FLUX   22    14.33        2.092062E+16   3.7774-159   3.7775-159   0.99998
FLUX   23    14.72        2.036634E+16   5.1454-155   5.1455-155   0.99998
FLUX   24    15.10        1.985381E+16   3.4099-151   3.4100-151   0.99998
FLUX   25    15.52        1.931653E+16   3.4429-147   3.4429-147   0.99998
FLUX   26    15.88        1.887862E+16   6.2897-144   6.2898-144   0.99998
FLUX   27    16.20        1.850571E+16   3.7607-141   3.7608-141   0.99998
FLUX   28    16.60        1.805979E+16   7.8394-138   7.8395-138   0.99998
FLUX   29    17.03        1.760379E+16   1.9356-134   1.9356-134   0.99998
