TEFF   4250.  GRAVITY 4.00000 LTE 
TITLE  [-0.5] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   1.8456-262   1.8456-262   0.99998
FLUX    2     9.35        3.206337E+16   3.2560-255   3.2561-255   0.99998
FLUX    3     9.61        3.119589E+16   2.3218-248   2.3219-248   0.99998
FLUX    4     9.77        3.068500E+16   2.5186-244   2.5186-244   0.99998
FLUX    5     9.96        3.009965E+16   1.0573-239   1.0573-239   0.99998
FLUX    6    10.20        2.939142E+16   4.1303-234   4.1304-234   0.99998
FLUX    7    10.38        2.888174E+16   4.3600-230   4.3601-230   0.99998
FLUX    8    10.56        2.838944E+16   3.3507-226   3.3508-226   0.99998
FLUX    9    10.77        2.783589E+16   7.8187-222   7.8188-222   0.99998
FLUX   10    11.04        2.715512E+16   1.8363-216   1.8364-216   0.99998
FLUX   11    11.40        2.629759E+16   1.0638-209   1.0638-209   0.99998
FLUX   12    11.78        2.544928E+16   5.1865-203   5.1866-203   0.99998
FLUX   13    12.13        2.471496E+16   3.1767-197   3.1768-197   0.99998
FLUX   14    12.48        2.402184E+16   9.1668-192   9.1669-192   0.99998
FLUX   15    12.71        2.358714E+16   2.4308-188   2.4309-188   0.99998
FLUX   16    12.84        2.334833E+16   1.8464-186   1.8464-186   0.99998
FLUX   17    13.05        2.297260E+16   1.6769-183   1.6769-183   0.99998
FLUX   18    13.24        2.264294E+16   6.5976-181   6.5978-181   0.99998
FLUX   19    13.39        2.238928E+16   6.5420-179   6.5422-179   0.99998
FLUX   20    13.66        2.194674E+16   1.9855-175   1.9855-175   0.99998
FLUX   21    13.98        2.144439E+16   1.7768-171   1.7769-171   0.99998
FLUX   22    14.33        2.092062E+16   2.3325-167   2.3325-167   0.99998
FLUX   23    14.72        2.036634E+16   5.3020-163   5.3020-163   0.99998
FLUX   24    15.10        1.985381E+16   5.6416-159   5.6417-159   0.99998
FLUX   25    15.52        1.931653E+16   9.3574-155   9.3576-155   0.99998
FLUX   26    15.88        1.887862E+16   2.5619-151   2.5620-151   0.99998
FLUX   27    16.20        1.850571E+16   2.1619-148   2.1619-148   0.99998
FLUX   28    16.60        1.805979E+16   6.8039-145   6.8041-145   0.99998
FLUX   29    17.03        1.760379E+16   2.5601-141   2.5601-141   0.99998
FLUX   30    17.34        1.728907E+16   7.4954-139   7.4956-139   0.99998
FLUX   31    17.68        1.695659E+16   3.0181-136   3.0182-136   0.99998
FLUX   32    18.02        1.663665E+16   9.6719-134   9.6721-134   0.99998
FLUX   33    18.17        1.649931E+16   1.1505-132   1.1505-132   0.99998
FLUX   34    18.61        1.610921E+16   1.3021-129   1.3022-129   0.99998
FLUX   35    19.10        1.569594E+16   2.2288-126   2.2288-126   0.99998
FLUX   36    19.39        1.546119E+16   1.5244-124   1.5244-124   0.99998
FLUX   37    19.84        1.511051E+16   8.3847-122   8.3849-122   0.99998
FLUX   38    20.18        1.485592E+16   8.1834-120   8.1835-120   0.99998
FLUX   39    20.50        1.462402E+16   5.3094-118   5.3095-118   0.99998
FLUX   40    21.05        1.424192E+16   5.1012-115   5.1013-115   0.99998
FLUX   41    21.62        1.386644E+16   4.3361-112   4.3361-112   0.99998
FLUX   42    21.98        1.363933E+16   2.5595-110   2.5596-110   0.99998
FLUX   43    22.30        1.344361E+16   8.5710-109   8.5712-109   0.99998
FLUX   44    22.68        1.321836E+16   4.8733-107   4.8734-107   0.99998
FLUX   45    23.00        1.303446E+16   1.3199-105   1.3199-105   0.99998
FLUX   46    23.40        1.281165E+16   7.1552-104   7.1553-104   0.99998
FLUX   47    24.00        1.249135E+16   2.2191-101   2.2192-101   0.99998
FLUX   48    24.65        1.216197E+16   8.0745E-99   8.0746E-99   0.99998
FLUX   49    25.24        1.187767E+16   1.3066E-96   1.3066E-96   0.99998
FLUX   50    25.68        1.167416E+16   4.9732E-95   4.9733E-95   0.99998
FLUX   51    26.00        1.153048E+16   6.4871E-94   6.4872E-94   0.99998
FLUX   52    26.40        1.135578E+16   1.4716E-92   1.4716E-92   0.99998
FLUX   53    26.85        1.116546E+16   4.3993E-91   4.3994E-91   0.99998
FLUX   54    27.35        1.096133E+16   1.6789E-89   1.6789E-89   0.99998
FLUX   55    27.85        1.076454E+16   5.6196E-88   5.6197E-88   0.99998
FLUX   56    28.40        1.055607E+16   2.3097E-86   2.3097E-86   0.99998
FLUX   57    29.00        1.033767E+16   1.1298E-84   1.1299E-84   0.99998
FLUX   58    29.60        1.012812E+16   4.7013E-83   4.7014E-83   0.99998
FLUX   59    30.10        9.959883E+15   9.3777E-82   9.3785E-82   0.99992
FLUX   60    30.80        9.733523E+15   5.2445E-80   5.2446E-80   0.99998
FLUX   61    31.80        9.427437E+15   1.2031E-77   1.2031E-77   0.99998
FLUX   62    32.80        9.140015E+15   1.9700E-75   1.9700E-75   0.99998
FLUX   63    33.80        8.869601E+15   2.3703E-73   2.3703E-73   0.99998
FLUX   64    34.80        8.614727E+15   2.1554E-71   2.1554E-71   0.99998
FLUX   65    35.70        8.397549E+15   1.0006E-69   1.0006E-69   0.99998
FLUX   66    36.60        8.191052E+15   3.8375E-68   3.8376E-68   0.99998
FLUX   67    37.50        7.994467E+15   1.2297E-66   1.2297E-66   0.99998
FLUX   68    38.50        7.786818E+15   4.7711E-65   4.7711E-65   0.99998
FLUX   69    39.50        7.589683E+15   1.5307E-63   1.5308E-63   0.99998
FLUX   70    40.50        7.402284E+15   4.1228E-62   4.1228E-62   0.99998
FLUX   71    41.40        7.241364E+15   6.9530E-61   6.9531E-61   0.99998
FLUX   72    42.20        7.104087E+15   7.7202E-60   7.7204E-60   0.99998
FLUX   73    43.00        6.971919E+15   7.8211E-59   7.8212E-59   0.99998
FLUX   74    44.10        6.798016E+15   1.6406E-57   1.6406E-57   0.99998
FLUX   75    45.10        6.647284E+15   2.2854E-56   2.2854E-56   0.99998
FLUX   76    46.00        6.517228E+15   2.2129E-55   2.2130E-55   0.99998
FLUX   77    47.00        6.378564E+15   2.4843E-54   2.4844E-54   0.99998
FLUX   78    48.00        6.245677E+15   2.5135E-53   2.5136E-53   0.99998
FLUX   79    49.00        6.118214E+15   2.3090E-52   2.3091E-52   0.99998
FLUX   80    50.00        5.995850E+15   1.9343E-51   1.9344E-51   0.99998
FLUX   81    50.60        5.924753E+15   8.9520E-51   1.0175E-50   0.87980
FLUX   82    51.20        5.855322E+15   3.3409E-50   3.3776E-50   0.98914
FLUX   83    52.00        5.765240E+15   1.5858E-49   1.5997E-49   0.99128
FLUX   84    53.00        5.656462E+15   1.0440E-48   1.0440E-48   0.99998
FLUX   85    54.00        5.551713E+15   6.3088E-48   6.3422E-48   0.99474
FLUX   86    55.00        5.450773E+15   3.6020E-47   3.6020E-47   0.99998
FLUX   87    56.00        5.353437E+15   1.9185E-46   1.9185E-46   0.99998
FLUX   88    57.00        5.259517E+15   9.6158E-46   9.6160E-46   0.99998
FLUX   89    58.00        5.168836E+15   4.5027E-45   4.5503E-45   0.98955
FLUX   90    59.00        5.081229E+15   2.0382E-44   2.0384E-44   0.99987
FLUX   91    60.00        4.996542E+15   8.6689E-44   8.6699E-44   0.99989
FLUX   92    61.00        4.914631E+15   3.5101E-43   3.5101E-43   0.99998
FLUX   93    62.00        4.835363E+15   1.3559E-42   1.3560E-42   0.99991
FLUX   94    63.00        4.758611E+15   5.0095E-42   5.0099E-42   0.99993
FLUX   95    64.00        4.684258E+15   1.7748E-41   1.7749E-41   0.99998
FLUX   96    65.00        4.612192E+15   6.0385E-41   6.0386E-41   0.99998
FLUX   97    65.80        4.556117E+15   1.5639E-40   1.5640E-40   0.99998
FLUX   98    66.50        4.508158E+15   3.5259E-40   3.5266E-40   0.99982
FLUX   99    67.50        4.441370E+15   1.0927E-39   1.0928E-39   0.99985
FLUX  100    68.50        4.376533E+15   3.2717E-39   3.2718E-39   0.99998
FLUX  101    69.50        4.313561E+15   9.4775E-39   9.4777E-39   0.99998
FLUX  102    70.50        4.252376E+15   2.6585E-38   2.6602E-38   0.99934
FLUX  103    71.60        4.187046E+15   7.9951E-38   7.9952E-38   0.99998
FLUX  104    72.60        4.129373E+15   2.1093E-37   2.1093E-37   0.99998
FLUX  105    73.50        4.078809E+15   4.9332E-37   4.9336E-37   0.99993
FLUX  106    74.50        4.024060E+15   1.2367E-36   1.2368E-36   0.99987
FLUX  107    75.50        3.970762E+15   3.0220E-36   3.0224E-36   0.99987
FLUX  108    76.50        3.918856E+15   7.2070E-36   7.2072E-36   0.99997
FLUX  109    77.50        3.868290E+15   1.6783E-35   1.6786E-35   0.99986
FLUX  110    78.50        3.819013E+15   3.8219E-35   3.8220E-35   0.99998
FLUX  111    79.50        3.770975E+15   8.4977E-35   8.5148E-35   0.99799
FLUX  112    80.50        3.724130E+15   1.8564E-34   1.8577E-34   0.99933
FLUX  113    81.50        3.678436E+15   3.9715E-34   3.9720E-34   0.99989
FLUX  114    82.50        3.633848E+15   8.3303E-34   8.3305E-34   0.99998
FLUX  115    83.50        3.590329E+15   1.7151E-33   1.7151E-33   0.99998
FLUX  116    84.50        3.547840E+15   3.4659E-33   3.4680E-33   0.99939
FLUX  117    85.50        3.506345E+15   6.8715E-33   6.8915E-33   0.99711
FLUX  118    86.50        3.465809E+15   1.3391E-32   1.3467E-32   0.99442
FLUX  119    87.50        3.426200E+15   2.5665E-32   2.5892E-32   0.99121
FLUX  120    88.50        3.387486E+15   4.8419E-32   4.9017E-32   0.98780
FLUX  121    89.50        3.349637E+15   9.0112E-32   9.1404E-32   0.98586
FLUX  122    90.50        3.312624E+15   1.6457E-31   1.6798E-31   0.97972
FLUX  123    91.50        3.276421E+15   9.8213E-27   7.1601E-25   0.01372
FLUX  124    92.50        3.241000E+15   5.7644E-26   1.1204E-24   0.05145
FLUX  125    93.50        3.206337E+15   8.4087E-26   1.7297E-24   0.04861
FLUX  126    94.50        3.172407E+15   1.2561E-25   2.6264E-24   0.04782
FLUX  127    95.50        3.139188E+15   1.3099E-25   4.0583E-24   0.03228
FLUX  128    96.50        3.106658E+15   2.9708E-25   5.4652E-24   0.05436
FLUX  129    97.50        3.074795E+15   1.8755E-25   6.6231E-24   0.02832
FLUX  130    98.50        3.043579E+15   5.3565E-25   1.1903E-23   0.04500
FLUX  131    99.50        3.012990E+15   8.5197E-25   1.6300E-23   0.05227
FLUX  132   100.50        2.983010E+15   8.8107E-25   2.1777E-23   0.04046
FLUX  133   101.50        2.953621E+15   1.0836E-24   2.6326E-23   0.04116
FLUX  134   102.50        2.924805E+15   1.3663E-24   4.3896E-23   0.03113
FLUX  135   103.50        2.896546E+15   3.6150E-24   5.9197E-23   0.06107
FLUX  136   104.50        2.868828E+15   5.3265E-24   8.6358E-23   0.06168
FLUX  137   105.50        2.841635E+15   6.4293E-24   1.2442E-22   0.05167
