TEFF   5750.  GRAVITY 4.00000 LTE 
TITLE  [-1.0] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   1.7525-174   1.7526-174   0.99998
FLUX    2     9.35        3.206337E+16   1.0760-169   1.0760-169   0.99998
FLUX    3     9.61        3.119589E+16   3.6251-165   3.6252-165   0.99998
FLUX    4     9.77        3.068501E+16   1.6783-162   1.6784-162   0.99998
FLUX    5     9.96        3.009965E+16   1.8984-159   1.8984-159   0.99998
FLUX    6    10.20        2.939142E+16   9.3554-156   9.3556-156   0.99998
FLUX    7    10.38        2.888174E+16   4.2437-153   4.2437-153   0.99998
FLUX    8    10.56        2.838944E+16   1.5598-150   1.5598-150   0.99998
FLUX    9    10.77        2.783589E+16   1.1923-147   1.1923-147   0.99998
FLUX   10    11.04        2.715512E+16   4.1798-144   4.1799-144   0.99998
FLUX   11    11.40        2.629759E+16   1.2123-139   1.2123-139   0.99998
FLUX   12    11.78        2.544928E+16   3.1307-135   3.1308-135   0.99998
FLUX   13    12.13        2.471496E+16   2.0528-131   2.0529-131   0.99998
FLUX   14    12.48        2.402183E+16   8.1755-128   8.1756-128   0.99998
FLUX   15    12.71        2.358714E+16   1.4770-125   1.4770-125   0.99998
FLUX   16    12.84        2.334833E+16   2.5643-124   2.5643-124   0.99998
FLUX   17    13.05        2.297261E+16   2.2838-122   2.2839-122   0.99998
FLUX   18    13.24        2.264294E+16   1.1712-120   1.1712-120   0.99998
FLUX   19    13.39        2.238928E+16   2.4211-119   2.4211-119   0.99998
FLUX   20    13.66        2.194674E+16   4.7655-117   4.7656-117   0.99998
FLUX   21    13.98        2.144438E+16   1.9104-114   1.9105-114   0.99998
FLUX   22    14.33        2.092062E+16   9.8387-112   9.8389-112   0.99998
FLUX   23    14.72        2.036634E+16   7.2624-109   7.2626-109   0.99998
FLUX   24    15.10        1.985381E+16   3.2476-106   3.2476-106   0.99998
FLUX   25    15.52        1.931653E+16   1.9417-103   1.9418-103   0.99998
FLUX   26    15.88        1.887862E+16   3.5423-101   3.5424-101   0.99998
FLUX   27    16.20        1.850571E+16   2.9767E-99   2.9768E-99   0.99998
FLUX   28    16.60        1.805979E+16   5.9378E-97   5.9379E-97   0.99998
FLUX   29    17.03        1.760379E+16   1.3300E-94   1.3300E-94   0.99998
FLUX   30    17.34        1.728907E+16   5.5552E-93   5.5553E-93   0.99998
FLUX   31    17.68        1.695659E+16   2.8585E-91   2.8585E-91   0.99998
FLUX   32    18.02        1.663665E+16   1.2649E-89   1.2649E-89   0.99998
FLUX   33    18.17        1.649931E+16   6.4312E-89   6.4313E-89   0.99998
FLUX   34    18.61        1.610922E+16   6.5093E-87   6.5094E-87   0.99998
FLUX   35    19.10        1.569594E+16   8.6301E-85   8.6303E-85   0.99998
FLUX   36    19.39        1.546119E+16   1.3803E-83   1.3803E-83   0.99998
FLUX   37    19.84        1.511051E+16   8.6606E-82   8.6607E-82   0.99998
FLUX   38    20.18        1.485592E+16   1.7477E-80   1.7478E-80   0.99998
FLUX   39    20.50        1.462402E+16   2.6979E-79   2.6980E-79   0.99998
FLUX   40    21.05        1.424192E+16   2.4332E-77   2.4332E-77   0.99998
FLUX   41    21.62        1.386644E+16   2.0220E-75   2.0221E-75   0.99998
