         0.01   2.18021e-43 6 1.06618714901069e-05 2.32451385236885e-48 0.00998281551989304 
    0.0110668     1.765e-43 5 1.24817840474644e-05 2.2030410989211e-48 0.0110951085931565 
    0.0122474   1.44644e-43 6 1.52588887825155e-05 2.20709953576923e-48 0.0122561777768572 
     0.013554   1.17869e-43 6 1.87053763819387e-05 2.20478258068815e-48 0.0135779441191329 
        0.015   9.78331e-44 5 1.91273617639915e-05 1.87128982453105e-48 0.0149049052085242 
    0.0161185   8.34484e-44 4 1.87380627012279e-05 1.5636610675439e-48 0.0161400482039256 
    0.0173205   7.24335e-44 4 2.16118297517976e-05 1.56542089138425e-48 0.0173241130585505 
    0.0186121   2.02261e-32 5 2.49687032089518e-05 5.05019128534608e-37 0.0193899999999976 
         0.02   2.65546e-29 6 3.55396824338641e-05 9.43742869228455e-34 0.020975730178456 
    0.0221336   1.52881e-26 6 4.98809279652599e-05 7.62583298199045e-31 0.0230757235546234 
    0.0244949   6.56249e-24 6 6.1079195833439e-05 4.0083159635317e-28 0.0254956788781517 
    0.0271081   1.87737e-21 7 7.48304511872754e-05 1.40484300211666e-25 0.0282995624215814 
         0.03   2.14143e-19 5 7.6589920437116e-05 1.64012280403805e-23 0.0311142021508562 
    0.0322371   6.84189e-18 3 7.49100168751417e-05 5.12525967846096e-22 0.0332608031926392 
     0.034641   1.60209e-16 4 8.64530802006712e-05 1.38505316676281e-20 0.0356453756241327 
    0.0372242   3.05555e-15 4 9.98431100326717e-05 3.05075737481472e-19 0.0381664783601305 
         0.04   3.98067e-14 3 0.000101140274658185 4.02606291042925e-18 0.0406075613662042 
    0.0422949   3.60122e-13 4 9.99909099000678e-05 3.60088989360555e-17 0.0430830672977769 
    0.0447214   2.24746e-12 4 0.000111568255345704 2.50745145211178e-16 0.0452586099067642 
    0.0472871   1.54364e-11 3 0.000125015470912756 1.92978748263342e-15 0.0479556041045906 
         0.05   1.88627e-09 4 0.000125771513960104 2.37239139850929e-13 0.0509352101214527 
    0.0523318   1.75893e-08 4 0.000125049125386806 2.19952919013815e-12 0.0527424882571467 
    0.0547723   4.74951e-08 4 0.000136759417475234 6.49540386549957e-12 0.0551127925637816 
    0.0573266   1.31286e-07 3 0.000150010342580168 1.96942970676494e-11 0.05772813962441 
         0.06   3.98688e-07 5 0.000216016521850477 8.61231621021469e-11 0.0609236626674348 
    0.0644742    1.3401e-06 6 0.000299640022938474 4.01548197564228e-10 0.0651590276652481 
     0.069282   4.47892e-06 6 0.000345943033057163 1.54945112270023e-09 0.0699685595348243 
    0.0744484   1.37632e-05 6 0.000399486287869691 5.49821064193406e-09 0.0751294846216175 
         0.08   3.63906e-05 6 0.000404414778050581 1.47168948142708e-08 0.0802068723129126 
    0.0845897   8.06068e-05 6 0.000399732533537747 3.22211751353089e-08 0.0850415796914848 
    0.0894427   0.000922551 6 0.000446866202391426 4.12256781177283e-07 0.0917780607555349 
    0.0945742     0.0727089 6 0.00049957032365118 3.6323215789352e-05 0.0958380318967173 
          0.1      0.271383 6 0.000503492407234358 0.00013663910585898 0.0999828038076407 
     0.104664      0.471103 6 0.000499790150153293 0.000235452503945946 0.105416163886456 
     0.109545       1.15489 6 0.000547438846618139 0.000632234052792962 0.1102352065712 
     0.114653       2.99905 6 0.000599640193603462 0.00179835007112066 0.114971864659337 
         0.12       1.56413 7 0.000736191522916727 0.00115149857044111 0.11973046789211 
     0.126885       4.94384 9 0.000899285358025619 0.00444592199751018 0.12700557613923 
     0.134164        6.0395 8 0.00100556179781495 0.00607308853654863 0.134534277465155 
     0.141861         6.637 10 0.0011241235385528 0.00746080913390883 0.142082255166591 
         0.15       6.26478 12 0.00145659758375067 0.00912526003012082 0.150638408762889 
     0.161185        5.6503 12 0.00187254014416479 0.0105804166036451 0.16142491266671 
     0.173205       5.13905 15 0.00216233638545751 0.0111123553886974 0.173409631332441 
     0.186121       4.59587 14 0.00249682904871282 0.0114751065100446 0.186218766114488 
          0.2       4.40307 14 0.0025276742462051 0.0111295349614004 0.199383497900745 
     0.211474        3.9774 14 0.00249798647087639 0.00993548602766205 0.211561997280445 
     0.223607       3.35391 13 0.00279301850233687 0.00936753892599666 0.223673225953109 
     0.236435       2.59051 14 0.00312254837338258 0.00808900457449969 0.236474296485611 
         0.25       2.51105 15 0.00314692308707586 0.00790206765526771 0.249487330593255 
     0.261659       2.49425 13 0.00312336406193427 0.00779044482124267 0.261841610782064 
     0.273861       2.30294 13 0.00342148777546342 0.00787949103891465 0.273912537606261 
     0.286633       2.19023 13 0.00374822583826753 0.00820947474286248 0.286805463168142 
          0.3       2.10531 7 0.00410552576188512 0.00864338892580622 0.300126838072304 
     0.313991        1.9191 9 0.00449792338954018 0.00863196802797732 0.314082331463597 
     0.328634       1.74395 8 0.00492713758140304 0.0085927030864012 0.328752522822807 
     0.343959       1.57521 9 0.00539724144502778 0.00850176852468556 0.344070531743234 
         0.36       1.42599 11 0.0062315403166951 0.00888609600950472 0.360503043261972 
     0.378521       1.67555 10 0.00719571463664601 0.0120568116872622 0.379635873611164 
     0.397995       1.93293 11 0.00795490255464937 0.0153762912415818 0.398344196611103 
     0.418471       1.72995 12 0.00879420364923584 0.0152135485089169 0.418841310314983 
         0.44       1.46129 12 0.0103117819652346 0.0150685134923782 0.440937093075749 
     0.465243       1.27927 14 0.012090617883819 0.0154671482937968 0.465328970100715 
     0.491935       1.02647 15 0.0135178722000817 0.0138756989473723 0.492169020812705 
     0.520158       0.87622 16 0.0151128246466378 0.0132421660062247 0.520238767495811 
         0.55      0.730902 17 0.0176407467603308 0.0128936623504024 0.550732843078366 
