TEFF   4500.  GRAVITY 4.00000 LTE 
TITLE  [+0.2] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    2     9.35        3.206337E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    3     9.61        3.119589E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    4     9.77        3.068500E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    5     9.96        3.009965E+16   1.9626-226   1.9626-226   0.99998
FLUX    6    10.20        2.939142E+16   3.7674-221   3.7674-221   0.99998
FLUX    7    10.38        2.888174E+16   2.3849-217   2.3850-217   0.99998
FLUX    8    10.56        2.838944E+16   1.1185-213   1.1185-213   0.99998
FLUX    9    10.77        2.783589E+16   1.4978-209   1.4978-209   0.99998
FLUX   10    11.04        2.715512E+16   1.7770-204   1.7771-204   0.99998
FLUX   11    11.40        2.629759E+16   4.3554-198   4.3555-198   0.99998
FLUX   12    11.78        2.544928E+16   9.0686-192   9.0687-192   0.99998
FLUX   13    12.13        2.471496E+16   2.6595-186   2.6596-186   0.99998
FLUX   14    12.48        2.402184E+16   3.8298-181   3.8298-181   0.99998
FLUX   15    12.71        2.358714E+16   6.5676-178   6.5677-178   0.99998
FLUX   16    12.84        2.334833E+16   3.9262-176   3.9263-176   0.99998
FLUX   17    13.05        2.297260E+16   2.4465-173   2.4466-173   0.99998
FLUX   18    13.24        2.264294E+16   6.9165-171   6.9166-171   0.99998
FLUX   19    13.39        2.238928E+16   5.3182-169   5.3183-169   0.99998
FLUX   20    13.66        2.194674E+16   1.0357-165   1.0357-165   0.99998
FLUX   21    13.98        2.144439E+16   5.6016-162   5.6017-162   0.99998
FLUX   22    14.33        2.092062E+16   4.3500-158   4.3501-158   0.99998
FLUX   23    14.72        2.036634E+16   5.6734-154   5.6735-154   0.99998
FLUX   24    15.10        1.985381E+16   3.6120-150   3.6121-150   0.99998
FLUX   25    15.52        1.931653E+16   3.4970-146   3.4970-146   0.99998
FLUX   26    15.88        1.887862E+16   6.1740-143   6.1741-143   0.99998
FLUX   27    16.20        1.850571E+16   3.5858-140   3.5858-140   0.99998
FLUX   28    16.60        1.805979E+16   7.2198-137   7.2199-137   0.99998
FLUX   29    17.03        1.760379E+16   1.7206-133   1.7206-133   0.99998
FLUX   30    17.34        1.728907E+16   3.6756-131   3.6757-131   0.99998
