0.483	383.853	43.759	g
0.626	788.090	102.767	r
0.767	873.305	134.838	i
1.235	1075.903	11.189	J
1.662	776.771	7.457	H
2.159	616.998	8.391	K
3.400	378.599	3.937	W1
4.600	357.293	2.715	W2
12.000	101.394	0.608	W3
22.000	28.261	0.271	W4
