3000 9.57995e-006 0
3010 9.54339e-006 0
3020 9.42790e-006 0
3030 9.26771e-006 0
3040 9.14027e-006 0
3050 9.12960e-006 0
3060 2.72424e-005 0
3070 4.60226e-005 0
3080 4.63570e-005 0
3090 6.56195e-005 0
3100 8.59333e-005 0
3110 0.000961514 0
3120 0.00192770 0
3130 0.00292848 0
3140 0.00389293 0
3150 0.00479394 0
3160 0.0113707 0
3170 0.0178170 0
3180 0.0232271 0
3190 0.0294619 0
3200 0.0356858 0
3210 0.0501657 0
3220 0.0661402 0
3230 0.0823792 0
3240 0.0983283 0
3250 0.116251 0
3260 0.139367 0
3270 0.163524 0
3280 0.187526 0
3290 0.210592 0
3300 0.234558 0
3310 0.257778 0
3320 0.279246 0
3330 0.301546 0
3340 0.323329 0
3350 0.343671 0
3360 0.362361 0
3370 0.381259 0
3380 0.399270 0
3390 0.417790 0
3400 0.440201 0
3410 0.456982 0
3420 0.472935 0
3430 0.487314 0
3440 0.509625 0
3450 0.527564 0
3460 0.538346 0
3470 0.547805 0
3480 0.560411 0
3490 0.568789 0
3500 0.578562 0
3510 0.579652 0
3520 0.585632 0
3530 0.589945 0
3540 0.594344 0
3550 0.597774 0
3560 0.601065 0
3570 0.601805 0
3580 0.608576 0
3590 0.615637 0
3600 0.620158 0
3610 0.619207 0
3620 0.619290 0
3630 0.622476 0
3640 0.622784 0
3650 0.620572 0
3660 0.613533 0
3670 0.607033 0
3680 0.605173 0
3690 0.596062 0
3700 0.586976 0
3710 0.573339 0
3720 0.554623 0
3730 0.542629 0
3740 0.524412 0
3750 0.512072 0
3760 0.483924 0
3770 0.457340 0
3780 0.433418 0
3790 0.412619 0
3800 0.386489 0
3810 0.358580 0
3820 0.329350 0
3830 0.299804 0
3840 0.268450 0
3850 0.236507 0
3860 0.211069 0
3870 0.183251 0
3880 0.155208 0
3890 0.128892 0
3900 0.100696 0
3910 0.0855627 0
3920 0.0709188 0
3930 0.0558230 0
3940 0.0408379 0
3950 0.0258134 0
3960 0.0208260 0
3970 0.0168374 0
3980 0.0119053 0
3990 0.00792855 0
4000 0.00297441 0
4010 0.00297143 0
4020 0.00198700 0
4030 0.00198998 0
4040 0.000796397 0
4050 0.000199968 0
4060 0.000100047 0
4070 0.000100194 0
4080 8.00751e-005 0
4090 4.01039e-005 0
4100 1.00503e-005 0
4110 1.00095e-005 0
4120 1.00128e-005 0
4130 1.00067e-005 0
4140 9.97398e-006 0
4150 9.92020e-006 0
4160 9.88237e-006 0
4170 9.85500e-006 0
4180 9.81591e-006 0
4190 9.78273e-006 0
4200 9.72556e-006 0
4210 9.66502e-006 0
4220 9.68488e-006 0
4230 9.62423e-006 0
4240 9.59284e-006 0
4250 9.60225e-006 0
4260 9.58333e-006 0
4270 9.57900e-006 0
4280 9.59749e-006 0
4290 9.61017e-006 0
4300 9.64420e-006 0
4310 9.66808e-006 0
4320 9.66216e-006 0
4330 9.70622e-006 0
4340 9.72725e-006 0
4350 9.81179e-006 0
4360 9.81770e-006 0
4370 9.88892e-006 0
4380 9.88744e-006 0
4390 9.92559e-006 0
4400 9.95465e-006 0
4410 9.98149e-006 0
4420 1.00046e-005 0
4430 9.98740e-006 0
4440 9.99702e-006 0
4450 9.99015e-006 0
4460 9.98223e-006 0
