3000 9.84064e-006 0
3010 9.84064e-006 0
3020 9.84064e-006 0
3030 9.84064e-006 0
3040 9.84064e-006 0
3050 9.84064e-006 0
3060 9.84064e-006 0
3070 9.84064e-006 0
3080 9.84064e-006 0
3090 9.84064e-006 0
3100 9.84064e-006 0
3110 9.84064e-006 0
3120 9.84064e-006 0
3130 9.84064e-006 0
3140 9.84064e-006 0
3150 9.84064e-006 0
3160 9.84064e-006 0
3170 9.84064e-006 0
3180 9.84064e-006 0
3190 9.84064e-006 0
3200 9.84064e-006 0
3210 9.84064e-006 0
3220 9.84064e-006 0
3230 9.84064e-006 0
3240 9.84064e-006 0
3250 9.84064e-006 0
3260 9.84064e-006 0
3270 9.84064e-006 0
3280 9.84064e-006 0
3290 9.84064e-006 0
3300 9.84064e-006 0
3310 9.84064e-006 0
3320 9.84064e-006 0
3330 9.84064e-006 0
3340 9.84064e-006 0
3350 9.84064e-006 0
3360 9.84064e-006 0
3370 9.84064e-006 0
3380 9.84064e-006 0
3390 9.84064e-006 0
3400 9.84064e-006 0
3410 9.84064e-006 0
3420 9.84064e-006 0
3430 9.84064e-006 0
3440 9.84064e-006 0
3450 9.84064e-006 0
3460 9.84064e-006 0
3470 9.84064e-006 0
3480 9.84064e-006 0
3490 9.84064e-006 0
3500 9.84064e-006 0
3510 9.84064e-006 0
3520 9.84064e-006 0
3530 9.84064e-006 0
3540 9.84064e-006 0
3550 9.84064e-006 0
3560 9.84064e-006 0
3570 9.84064e-006 0
3580 9.84064e-006 0
3590 9.84064e-006 0
3600 9.84064e-006 0
3610 9.84064e-006 0
3620 9.84064e-006 0
3630 9.84064e-006 0
3640 9.84064e-006 0
3650 9.84064e-006 0
3660 9.84064e-006 0
3670 9.84064e-006 0
3680 9.84064e-006 0
3690 9.84064e-006 0
3700 9.84064e-006 0
3710 9.84064e-006 0
3720 9.84064e-006 0
3730 9.84064e-006 0
3740 9.84064e-006 0
3750 9.84064e-006 0
3760 9.84064e-006 0
3770 9.84064e-006 0
3780 9.84064e-006 0
3790 9.84064e-006 0
3800 9.84064e-006 0
3810 9.84064e-006 0
3820 9.84064e-006 0
3830 9.84064e-006 0
3840 9.84064e-006 0
3850 9.84064e-006 0
3860 9.84064e-006 0
3870 9.84064e-006 0
3880 9.84064e-006 0
3890 9.84064e-006 0
3900 9.84064e-006 0
3910 9.84064e-006 0
3920 9.84064e-006 0
3930 9.84064e-006 0
3940 9.84064e-006 0
3950 9.84064e-006 0
3960 9.84064e-006 0
3970 9.84064e-006 0
3980 9.84064e-006 0
3990 9.84064e-006 0
4000 9.84064e-006 0
4010 9.84064e-006 0
4020 9.84064e-006 0
4030 9.84064e-006 0
4040 9.84064e-006 0
4050 9.84064e-006 0
4060 9.84064e-006 0
4070 9.84064e-006 0
4080 9.84064e-006 0
4090 9.84064e-006 0
4100 9.84064e-006 0
4110 9.84064e-006 0
4120 9.84064e-006 0
4130 9.84064e-006 0
4140 9.84064e-006 0
4150 9.84064e-006 0
4160 9.84064e-006 0
4170 9.84064e-006 0
4180 9.84064e-006 0
4190 9.84064e-006 0
4200 9.84064e-006 0
4210 9.84064e-006 0
4220 9.84064e-006 0
4230 9.84064e-006 0
4240 9.84064e-006 0
4250 9.84064e-006 0
4260 9.84064e-006 0
4270 9.84064e-006 0
4280 9.84064e-006 0
4290 9.84064e-006 0
4300 9.84064e-006 0
4310 9.84064e-006 0
4320 9.84064e-006 0
4330 9.84064e-006 0
4340 9.84064e-006 0
4350 9.84064e-006 0
4360 9.84064e-006 0
4370 9.84064e-006 0
4380 9.84064e-006 0
4390 9.84064e-006 0
4400 9.84064e-006 0
4410 9.84064e-006 0
4420 9.84064e-006 0
4430 9.84064e-006 0
4440 9.84064e-006 0
4450 9.84064e-006 0
4460 9.84064e-006 0
4470 9.84064e-006 0
4480 9.84064e-006 0
4490 9.84064e-006 0
4500 9.84064e-006 0
4510 9.84064e-006 0
4520 9.84064e-006 0
4530 9.84064e-006 0
4540 9.84064e-006 0
4550 9.84064e-006 0
4560 9.84064e-006 0
