13513.130000 0.000402 0
13513.830000 0.000406 0
13514.520000 0.000409 0
13515.210000 0.000411 0
13515.900000 0.000411 0
13516.600000 0.000412 0
13517.290000 0.000412 0
13517.980000 0.000412 0
13518.680000 0.000412 0
13519.370000 0.000413 0
13520.060000 0.000414 0
13520.760000 0.000421 0
13521.450000 0.000428 0
13522.140000 0.000435 0
13522.830000 0.000443 0
13523.530000 0.000450 0
13524.220000 0.000457 0
13524.920000 0.000464 0
13525.610000 0.000471 0
13526.300000 0.000479 0
13527.000000 0.000486 0
13527.690000 0.000493 0
13528.380000 0.000500 0
13529.080000 0.000507 0
13529.770000 0.000514 0
13530.460000 0.000521 0
13531.160000 0.000527 0
13531.850000 0.000534 0
13532.540000 0.000540 0
13533.240000 0.000547 0
13533.930000 0.000553 0
13534.630000 0.000559 0
13535.320000 0.000566 0
13536.010000 0.000572 0
13536.710000 0.000579 0
13537.400000 0.000585 0
13538.090000 0.000592 0
13538.790000 0.000598 0
13539.480000 0.000605 0
13540.180000 0.000611 0
13540.870000 0.000614 0
13541.560000 0.000617 0
13542.260000 0.000620 0
13542.950000 0.000623 0
13543.650000 0.000626 0
13544.340000 0.000629 0
13545.040000 0.000632 0
13545.730000 0.000642 0
13546.420000 0.000651 0
13547.120000 0.000661 0
13547.810000 0.000671 0
13548.510000 0.000680 0
13549.200000 0.000690 0
13549.900000 0.000700 0
13550.590000 0.000706 0
13551.290000 0.000712 0
13551.980000 0.000718 0
13552.680000 0.000723 0
13553.370000 0.000729 0
13554.070000 0.000735 0
13554.760000 0.000741 0
13555.460000 0.000749 0
13556.150000 0.000758 0
13556.850000 0.000768 0
13557.540000 0.000777 0
13558.240000 0.000787 0
13558.930000 0.000796 0
13559.630000 0.000806 0
13560.320000 0.000816 0
13561.020000 0.000828 0
13561.710000 0.000839 0
13562.410000 0.000851 0
13563.100000 0.000862 0
13563.800000 0.000874 0
13564.490000 0.000885 0
13565.190000 0.000896 0
13565.880000 0.000904 0
13566.580000 0.000912 0
13567.270000 0.000921 0
13567.970000 0.000929 0
13568.670000 0.000937 0
13569.360000 0.000945 0
13570.060000 0.000954 0
13570.750000 0.000963 0
13571.450000 0.000972 0
13572.140000 0.000981 0
13572.840000 0.000991 0
13573.540000 0.001000 0
13574.230000 0.001009 0
13574.930000 0.001018 0
13575.620000 0.001029 0
13576.320000 0.001040 0
13577.010000 0.001051 0
13577.710000 0.001063 0
13578.410000 0.001074 0
13579.100000 0.001085 0
13579.800000 0.001096 0
13580.500000 0.001109 0
13581.190000 0.001122 0
13581.890000 0.001136 0
13582.580000 0.001149 0
13583.280000 0.001162 0
13583.980000 0.001176 0
13584.670000 0.001189 0
13585.370000 0.001203 0
13586.070000 0.001218 0
13586.760000 0.001233 0
13587.460000 0.001248 0
13588.150000 0.001262 0
13588.850000 0.001277 0
13589.550000 0.001292 0
13590.240000 0.001305 0
13590.940000 0.001314 0
13591.640000 0.001324 0
13592.330000 0.001333 0
13593.030000 0.001343 0
13593.730000 0.001352 0
13594.420000 0.001362 0
13595.120000 0.001372 0
13595.820000 0.001390 0
13596.520000 0.001407 0
13597.210000 0.001425 0
13597.910000 0.001442 0
13598.610000 0.001460 0
13599.300000 0.001477 0
13600.000000 0.001495 0
13600.700000 0.001512 0
13601.400000 0.001529 0
13602.090000 0.001546 0
13602.790000 0.001563 0
13603.490000 0.001580 0
13604.190000 0.001597 0
13604.880000 0.001614 0
13605.580000 0.001634 0
13606.280000 0.001654 0
13606.970000 0.001674 0
13607.670000 0.001693 0
13608.370000 0.001713 0
13609.070000 0.001733 0
13609.770000 0.001753 0
13610.460000 0.001772 0
13611.160000 0.001791 0
13611.860000 0.001810 0
13612.560000 0.001829 0
13613.250000 0.001848 0
13613.950000 0.001867 0
13614.650000 0.001885 0
13615.350000 0.001907 0
13616.050000 0.001932 0
13616.740000 0.001957 0
13617.440000 0.001982 0
13618.140000 0.002007 0
13618.840000 0.002033 0
13619.540000 0.002058 0
13620.230000 0.002081 0
13620.930000 0.002100 0
13621.630000 0.002120 0
13622.330000 0.002140 0
13623.030000 0.002159 0
13623.730000 0.002179 0
13624.420000 0.002198 0
13625.120000 0.002219 0
13625.820000 0.002244 0
13626.520000 0.002269 0
13627.220000 0.002294 0
13627.920000 0.002319 0
13628.620000 0.002344 0
13629.310000 0.002369 0
13630.010000 0.002394 0
13630.710000 0.002415 0
13631.410000 0.002437 0
13632.110000 0.002458 0
13632.810000 0.002480 0
13633.510000 0.002502 0
13634.210000 0.002523 0
13634.910000 0.002545 0
13635.600000 0.002572 0
13636.300000 0.002600 0
13637.000000 0.002628 0
13637.700000 0.002656 0
13638.400000 0.002684 0
13639.100000 0.002712 0
13639.800000 0.002740 0
13640.500000 0.002770 0
13641.200000 0.002800 0
13641.900000 0.002830 0
13642.600000 0.002860 0
13643.290000 0.002890 0
13643.990000 0.002920 0
13644.690000 0.002950 0
13645.390000 0.002982 0
13646.090000 0.003017 0
13646.790000 0.003051 0
13647.490000 0.003085 0
13648.190000 0.003120 0
13648.890000 0.003154 0
13649.590000 0.003188 0
13650.290000 0.003221 0
13650.990000 0.003251 0
13651.690000 0.003281 0
13652.390000 0.003311 0
13653.090000 0.003341 0
13653.790000 0.003370 0
13654.490000 0.003400 0
13655.190000 0.003431 0
13655.890000 0.003465 0
13656.590000 0.003499 0
13657.290000 0.003532 0
13657.990000 0.003566 0
13658.690000 0.003600 0
13659.390000 0.003633 0
13660.090000 0.003666 0
13660.790000 0.003696 0
13661.490000 0.003726 0
13662.190000 0.003757 0
13662.890000 0.003787 0
13663.590000 0.003817 0
