         0.01   7.84337e-43 6 1.06618714901069e-05 8.3625052189824e-48 0.00998281551989304 
    0.0110668   6.34966e-43 5 1.24817840474644e-05 7.92550350628631e-48 0.0110951085931565 
    0.0122474   5.20359e-43 6 1.52588887825155e-05 7.94010384918758e-48 0.0122561777768572 
     0.013554   4.24037e-43 6 1.87053763819387e-05 7.93176853686502e-48 0.0135779441191329 
        0.015   3.51958e-43 5 1.91273617639915e-05 6.73201878660453e-48 0.0149049052085242 
    0.0161185   3.00208e-43 4 1.87380627012279e-05 5.62531551478169e-48 0.0161400482039256 
    0.0173205   2.60582e-43 4 2.16118297517976e-05 5.6316465314949e-48 0.0173241130585505 
    0.0186121   2.25422e-43 5 2.49687032089518e-05 5.62848277481556e-48 0.0186264349809097 
         0.02   1.92222e-43 6 3.55396824338641e-05 6.83149932416176e-48 0.0201690468669848 
    0.0221336   1.59009e-43 6 4.98809279652599e-05 7.93151719435056e-48 0.022173392530832 
    0.0244949   1.29888e-43 6 6.1079195833439e-05 7.93343381106067e-48 0.0245329643279241 
    0.0271081   1.05983e-43 7 7.48304511872754e-05 7.93072465424773e-48 0.0271594626354269 
         0.03   8.78094e-44 5 7.6589920437116e-05 6.72531577857165e-48 0.0298395213488873 
    0.0322371   2.04362e-30 3 7.49100168751417e-05 1.53087717566441e-34 0.0336287826685903 
     0.034641   4.50702e-28 4 8.64530802006712e-05 3.89645965546068e-32 0.0360570207263584 
    0.0372242   6.49832e-26 4 9.98431100326717e-05 6.48812482296203e-30 0.038620738860657 
         0.04   2.07472e-24 3 0.000101140274658185 2.09838169525956e-28 0.040400056179323 
    0.0422949   1.21323e-23 4 9.99909099000678e-05 1.21311509419973e-27 0.0433710588968508 
    0.0447214   1.93469e-22 4 0.000111568255345704 2.15850353428606e-26 0.0454750864014137 
    0.0472871   3.90413e-21 3 0.000125015470912756 4.88077159443665e-25 0.0482200907377765 
         0.05   5.27825e-20 4 0.000125771513960104 6.63853912190337e-24 0.0505604492734494 
    0.0523318   6.11025e-19 4 0.000125049125386806 7.64081484196547e-23 0.0530553539421793 
    0.0547723   4.02376e-18 4 0.000136759417475234 5.50287266565222e-22 0.0553638573674467 
    0.0573266   2.69628e-17 3 0.000150010342580168 4.04469544734953e-21 0.057980764904946 
         0.06   2.16512e-16 5 0.000216016521850477 4.67701536554511e-20 0.061299454563342 
    0.0644742   2.41099e-15 6 0.000299640022938474 7.22428196003275e-19 0.0656390164034818 
     0.069282   2.49456e-14 6 0.000345943033057163 8.62974907476721e-18 0.0704366318005641 
    0.0744484   2.11155e-13 6 0.000399486287869691 8.43536659413499e-17 0.0755624501622926 
         0.08    1.2858e-12 6 0.000404414778050581 5.19995163536208e-16 0.0805638509484057 
    0.0845897   5.67017e-12 6 0.000399732533537747 2.26655273543872e-15 0.0853148134861931 
    0.0894427   3.51566e-09 6 0.000446866202391426 1.5710282213566e-12 0.0920266251626533 
    0.0945742   6.94902e-08 6 0.00049957032365118 3.47152501945495e-11 0.0953847163518767 
          0.1   2.25072e-07 6 0.000503492407234358 1.13322286265457e-10 0.100333776997532 
     0.104664   6.05639e-07 6 0.000499790150153293 3.02692270765192e-10 0.105183445788619 
     0.109545   4.09462e-06 6 0.000547438846618139 2.24155453678683e-09 0.111069982156155 
     0.114653   2.62339e-05 6 0.000599640193603462 1.57309169800013e-08 0.115231872711136 
         0.12   2.90917e-05 7 0.000736191522916727 2.14170488112266e-08 0.12020934157231 
     0.126885   0.000359922 9 0.000899285358025619 3.23672406474982e-07 0.128102855954899 
     0.134164    0.00113242 8 0.00100556179781495 1.13871411282917e-06 0.134851707934507 
     0.141861    0.00223477 10 0.0011241235385528 2.51215217063416e-06 0.142492594895534 
         0.15    0.00922742 12 0.00145659758375067 1.3440642577532e-05 0.15303579579565 
     0.161185     0.0919905 12 0.00187254014416479 0.000172255967694954 0.163098104363168 
     0.173205      0.418718 15 0.00216233638545751 0.000905409035417315 0.174380932960736 
     0.186121      0.523226 14 0.00249682904871282 0.00130640566613314 0.186457914813125 
          0.2      0.577169 14 0.0025276742462051 0.00145889464083752 0.199465697673123 
     0.211474      0.581186 14 0.00249798647087639 0.0014517945312637 0.211497648898369 
     0.223607      0.528812 13 0.00279301850233687 0.00147698240872245 0.223743520330674 
     0.236435      0.412366 14 0.00312254837338258 0.00128763192394677 0.23636555623221 
         0.25      0.431286 15 0.00314692308707586 0.00135722306549588 0.249303505546966 
     0.261659       0.48006 13 0.00312336406193427 0.00149940153486604 0.262214887439758 
     0.273861      0.470516 13 0.00342148777546342 0.00160986319393049 0.273640421140701 
     0.286633      0.542545 13 0.00374822583826753 0.00203358287147539 0.287091939765741 
          0.3      0.599601 7 0.00410552576188512 0.00246167645315406 0.300258877190633 
     0.313991      0.602831 9 0.00449792338954018 0.00271148842749638 0.314170164035664 
     0.328634      0.597222 8 0.00492713758140304 0.00294259501739065 0.328922844121321 
     0.343959      0.591177 9 0.00539724144502778 0.00319072664581059 0.344202913356184 
         0.36      0.585869 11 0.0062315403166951 0.00365086404048814 0.360642587027492 
     0.378521      0.908628 10 0.00719571463664601 0.00653822437914903 0.380274122742926 
     0.397995       1.35914 11 0.00795490255464937 0.0108118289251316 0.398899820268629 
     0.418471       1.40604 12 0.00879420364923584 0.0123649854601693 0.419197131423085 
         0.44       1.24931 12 0.0103117819652346 0.0128826020747741 0.44141813198482 
     0.465243       1.21522 14 0.012090617883819 0.0146927357262737 0.465440170168329 
     0.491935      0.983509 15 0.0135178722000817 0.0132949478589032 0.492522870955378 
