     0.126885      0.000000
     0.134164      0.000000
     0.141861      0.000001
     0.150000      0.000007
     0.161185      0.000064
     0.173205      0.000543
     0.186121      0.003893
     0.200000      0.020886
     0.211474      0.257799
     0.223607      1.633694
     0.236435      4.668772
     0.250000      6.102585
     0.261659     59.314657
     0.273861     81.301200
     0.286633    121.887406
     0.300000    233.764746
     0.313991    932.345112
     0.328634   2298.851778
     0.343959   3460.929137
     0.360000   5752.167708
     0.378521   7247.132210
     0.397995  16336.689717
     0.418471  34162.835577
     0.440000  99565.333038
     0.465243 194559.137939
     0.491935 252961.247868
     0.520158 273585.573673
     0.550000 421889.050512
     0.584180 497340.526959
     0.620484 521081.512490
     0.659044 620318.106977
     0.700000 638112.262362
     0.734815 704266.373425
     0.771362 787015.784286
     0.809727 737860.048489
     0.850000 715468.864855
     0.885246 771642.613837
     0.921954 721132.523397
     0.960185 698370.023696
     1.000000 726993.989200
     1.035558 736815.119324
     1.072381 714131.224299
     1.110512 629377.501257
     1.150000 647494.769423
     1.185794 645022.994308
     1.222702 646236.276597
     1.260759 635802.817234
     1.300000 618265.317892
     1.390176 577012.826250
     1.486607 512422.792245
     1.589727 482912.556274
     1.700000 468331.510400
     1.770493 421430.783535
     1.843909 374614.423177
     1.920369 336611.579406
     2.000000 300046.554611
     2.048227 277885.865013
     2.097618 257749.954208
     2.148199 241623.165491
     2.200000 215363.496444
     2.315570 151370.749205
     2.437212 100289.604583
     2.565243  92290.618383
     2.700000  88642.260298
     2.772063  85214.670596
     2.846050  81755.239413
     2.922011  77267.385517
     3.000000  71740.419368
     3.117870  64022.785334
     3.240370  56003.633704
     3.367684  48394.474900
     3.500000  42325.165485
     3.618812  37271.674807
     3.741657  32721.063037
     3.868673  28715.883651
     4.000000  24898.553593
     4.119534  20783.699520
     4.242641  18008.080698
     4.369426  13843.850174
     4.500000  10932.613391
     4.620105   9760.044459
     4.743416   8990.189932
     4.870019   8529.626028
     5.000000   7919.665703
     5.120568   7304.660704
     5.244044   6964.486986
     5.370497   6467.692353
     5.500000   6077.625601
     5.620951   5837.965281
     5.744563   5569.834103
     5.870892   5218.714911
     6.000000   4939.344654
     6.121273   4633.207409
     6.244998   4402.399617
     6.371223   4155.130161
     6.500000   3880.687250
     6.621548   3658.355576
     6.745369   3431.192205
     6.871505   3218.128203
     7.000000   3014.949981
     7.121785   2826.705547
     7.245688   2649.824779
     7.371748   2464.761357
     7.500000   2296.329245
     7.621991   1957.588924
     7.745967   1693.775230
     7.871959   1526.827616
     8.000000   1400.136251
     8.122173   1339.363467
     8.246211   1287.822429
     8.372144   1230.357387
     8.500000   1165.157512
     8.622334   1113.265505
     8.746428   1063.905172
     8.872308   1002.725369
     9.000000    968.424674
     9.098375    932.188331
     9.197826    890.694394
     9.298363    867.525279
     9.400000    846.197463
     9.437278    836.386705
     9.474703    827.645800
     9.512277    811.980544
     9.550000    792.914705
     9.587281    792.240884
     9.624708    781.859083
     9.662281    774.045976
     9.700000    768.887108
     9.737284    764.023848
     9.774712    743.223828
     9.812284    730.876532
     9.850000    733.980101
     9.887288    725.253990
     9.924717    711.237906
     9.962287    699.604206
    10.000000    695.047095
    10.122722    673.957734
    10.246951    647.552077
    10.372704    622.918633
    10.500000    599.736858
    10.622828    574.711983
    10.747093    554.557382
    10.872811    529.468008
    11.000000    515.037479
    11.074245    490.132568
    11.148991    487.051769
    11.224242    473.522642
    11.300000    456.447488
    11.374265    450.422544
    11.449017    440.234093
    11.524261    425.940617
    11.600000    412.108891
    11.698732    405.164184
    11.798305    388.865953
    11.898725    375.679529
    12.000000    365.650857
    12.123093    349.175082
    12.247449    335.903440
    12.373080    322.487363
    12.500000    311.262712
    12.623168    296.529669
    12.747549    287.188209
    12.873156    277.779106
    13.000000    265.473041
    13.123237    255.410576
    13.247641    246.375543
    13.373225    238.128566
    13.500000    228.037616
    13.623300    220.184550
    13.747727    213.251017
    13.873290    206.769205
    14.000000    198.103208
    14.123360    190.268051
    14.247807    184.773576
    14.373350    179.145686
    14.500000    173.597830
    14.623415    164.330958
    14.747881    161.307822
    14.873406    156.436800
    15.000000    150.352822
    15.243982    140.830173
    15.491933    133.121634
    15.743917    125.284769
    16.000000    115.843782
    16.244345    110.622178
    16.492423    103.939583
    16.744288     96.866967
    17.000000     92.466129
    17.244667     87.120700
    17.492856     81.745284
    17.744616     77.483983
    18.000000     73.722664
    18.244954     69.390362
    18.493242     65.796939
    18.744909     62.365677
    19.000000     59.156269
    19.245212     56.275871
    19.493589     53.551213
    19.745171     50.886473
    20.000000     48.987116
